sofifa_id,short_name,height_cm,nationality,club,overall,player_positions
248768,P. Ruffaut,182,France,Rodez Aveyron Football,65,"CM, CAM"
250886,Jon Ander,184,Spain,Racing Santander,65,ST
251051,C. Cherchez,183,Romania,Chindia Târgovişte,65,CAM
251122,M. Fernández,175,Argentina,FC Juárez,65,RM
251222,A. Guechi,190,Algeria,Al Adalah,65,CB
251682,Jô Santos,172,Brazil,FC Hermannstadt,65,LW
251871,T. Sakano,181,Japan,Matsumoto Yamaga,65,ST
252513,A. Sy,191,Senegal,Al Adalah,65,CB
245902,T. Parrott,175,Republic of Ireland,Tottenham Hotspur,64,ST
248385,R. Piccoli,183,Italy,Atalanta,64,ST
238460,R. Brewster,180,England,Liverpool,64,ST
241266,W. Geubbels,185,France,AS Monaco,64,ST
241363,H. Cochrane,178,Scotland,Heart of Midlothian,64,"CM, CDM, CAM"
242573,D. Caicedo,166,Colombia,Deportivo Cali,64,RM
243478,E. Loiodice,176,France,Dijon FCO,64,"CM, CDM"
251198,E. Simms,183,England,Everton,64,ST
232519,G. Middleton,176,Scotland,Hibernian,64,LW
240941,L. Pintor,179,France,ESTAC Troyes,64,"ST, LW"
243055,Rafael Camacho,175,Portugal,Sporting CP,64,"RW, LW"
247509,E. Cerrillo,178,United States,FC Dallas,64,"CDM, CM"
242433,C. Akono,190,Germany,1. FSV Mainz 05,64,"ST, CF"
242641,R. Aït Nouri,179,France,Angers SCO,64,LB
243646,B. Nygren,184,Sweden,KRC Genk,64,"CAM, ST, RW"
244895,A. Yusuf,175,Nigeria,IFK Göteborg,64,"CM, CDM"
252326,J. Sanabria,173,Uruguay,Atlético Madrid,64,"RM, LM, CM"
252594,I. Lihadji,177,France,Olympique de Marseille,64,RW
228383,K. Grabara,190,Poland,Huddersfield Town,64,GK
239892,Y. Akgün,173,Turkey,Galatasaray SK,64,"RM, ST, RW"
240970,M. Payero,182,Argentina,Club Atlético Talleres,64,CM
245639,André Anderson,180,Brazil,Lazio,64,CF
246139,Iñaki Peña,184,Spain,FC Barcelona,64,GK
246190,M. Ignatov,184,Russia,Spartak Moscow,64,CAM
248820,Mateu Morey,173,Spain,Borussia Dortmund,64,RB
238273,J. Marković,183,Romania,Universitatea Craiova,64,ST
239553,T. Bayliss,183,England,Preston North End,64,"CM, CDM, RM"
242405,A. Ouattara,176,Burkina Faso,LOSC Lille,64,"RM, ST, LM"
242835,L. Balerdi,187,Argentina,Borussia Dortmund,64,CB
243632,C. Abi,187,France,AS Saint-Étienne,64,"LW, ST"
244209,D. Pérez,179,Venezuela,CD Huachipato,64,"RM, RW"
244257,J. Burkardt,181,Germany,1. FSV Mainz 05,64,"ST, LW"
245870,H. Hassan,177,France,La Berrichonne de Châteauroux,64,LW
246108,A. Díaz,172,Argentina,San Lorenzo de Almagro,64,ST
247156,F. Mura,171,Argentina,Estudiantes de La Plata,64,"RB, LB"
247361,B. Aaronson,173,United States,Philadelphia Union,64,"CAM, CM"
247394,D. Kulusevski,186,Sweden,Parma,64,CM
247869,M. Glushenkov,179,Russia,Spartak Moscow,64,RW
248661,C. Niasse,188,Senegal,LOSC Lille,64,"CDM, CB"
251977,V. Postolachi,189,France,LOSC Lille,64,ST
252201,A. Stanilewicz,181,Poland,Bayer 04 Leverkusen,64,"CM, CDM"
252463,M. Taabouni,178,Netherlands,AZ Alkmaar,64,CAM
252865,Iker Losada,175,Spain,RC Celta,64,"ST, CF"
233782,M. Feeney,190,England,Everton,64,CB
236710,T. Nydam,170,England,Ipswich Town,64,"CM, LB"
237286,A. Connolly,177,Republic of Ireland,Brighton & Hove Albion,64,ST
237382,F. Melegoni,186,Italy,Pescara,64,CM
237860,K. McAllister,175,Scotland,St. Mirren,64,"RM, LM, ST"
237983,M. Nazarit,186,Colombia,Once Caldas,64,CB
238446,Tachi,183,Spain,Deportivo Alavés,64,CB
239189,D. Lovren,172,Croatia,Fortuna Düsseldorf,64,"RM, LM"
241532,Moha Ramos,188,Spain,Birmingham City,64,GK
241628,N. Pierini,176,Italy,Cosenza,64,LW
242034,J. Díaz Price,176,Mexico,Club León,64,LM
242655,J. Ponceau,170,France,FC Lorient,64,"CAM, RM"
243357,F. Evina,180,Germany,KFC Uerdingen 05,64,"LM, ST, LW"
243442,E. Aiwu,184,Austria,FC Admira Wacker Mödling,64,"CB, RB"
244041,M. Kiprit,182,Turkey,Hertha BSC,64,ST
244919,Martín,190,Spain,Rayo Vallecano,64,CB
245055,A. Moreno,177,Argentina,Newell's Old Boys,64,"CAM, RM, CM"
247118,Lucas Ribeiro,190,Brazil,TSG 1899 Hoffenheim,64,CB
248695,W. Fofana,185,France,AS Saint-Étienne,64,"CB, CDM"
252753,A. Kızıldağ,187,Turkey,Gençlerbirliği SK,64,CB
230070,J. Davenport,177,England,Blackburn Rovers,64,"CDM, CM"
232064,M. Tumminello,180,Italy,Pescara,64,ST
232284,M. Travers,191,Republic of Ireland,Bournemouth,64,GK
234671,J. Odgaard,188,Denmark,SC Heerenveen,64,"ST, RW"
236530,L. O'Brien,173,England,Huddersfield Town,64,"CM, LW"
236721,L. Fomba,188,France,AJ Auxerre,64,"CDM, CM"
238271,P. Dárdai,180,Germany,Hertha BSC,64,LM
238490,I. Chair,173,Morocco,Queens Park Rangers,64,"LM, ST, CAM"
239614,Jesús Areso,183,Spain,Athletic Club de Bilbao,64,RB
240653,A. Manneh,170,Gambia,Górnik Zabrze,64,"CM, CDM"
240860,José Lara,167,Spain,Sevilla FC,64,"RM, LM"
241588,Toni Moya,180,Spain,Atlético Madrid,64,"CM, CB"
241737,B. Risa,188,Norway,Odds BK,64,"LB, RW, LW"
242629,João Moutinho,182,Portugal,Orlando City SC,64,"LB, CB"
242640,T. Christensen,178,Norway,Molde FK,64,"LM, CAM, RM"
243350,F. Agu,180,Germany,VfL Osnabrück,64,"LB, RB, LM"
243510,O. Stijepović,185,Montenegro,Sampdoria,64,LW
244684,V. Damașcan,180,Moldova,Fortuna Sittard,64,ST
244762,L. Diaby Fadiga,188,France,OGC Nice,64,ST
244829,M. Collao,173,Chile,CD Antofagasta,64,CAM
245211,J. Teze,183,Netherlands,PSV,64,"RB, CB"
245842,O. Ndiaye,184,Senegal,Olympique Lyonnais,64,"CAM, CM"
246431,R. Sottil,180,Italy,Fiorentina,64,LW
246457,C. Ngonge,179,Belgium,Club Brugge KV,64,"ST, LW, RW"
248854,B. Özdemir,183,Turkey,Gençlerbirliği SK,64,CM
251071,R. Ion,179,Romania,Academica Clinceni,64,CAM
252207,O. Akgün,178,Turkey,Beşiktaş JK,64,ST
227621,U. Adıyaman,194,Turkey,Gençlerbirliği SK,64,GK
229176,G. Sağlam,178,Germany,VfL Bochum 1848,64,"CAM, LM, CM"
234256,C. Tosun,186,Turkey,Trabzonspor,64,"CM, CDM"
235101,T. Makowski,178,Poland,Lechia Gdańsk,64,"CM, CDM"
235841,A. Bakayoko,179,France,FC St. Gallen,64,"RW, RB"
236613,L. Grill,191,Germany,1. FC Kaiserslautern,64,GK
237213,J. Knight,185,England,Peterborough United,64,CB
238473,E. Mašović,189,Serbia,AC Horsens,64,"CB, CDM"
238736,R. Dadashov,186,Azerbaijan,FC Paços de Ferreira,64,ST
238980,L. Daschner,182,Germany,MSV Duisburg,64,"CAM, RM"
239003,H. Mahou,180,France,OGC Nice,64,RW
241389,Y. Sari,168,Turkey,Trabzonspor,64,"RM, ST"
241470,Álex Centelles,186,Spain,Famalicão,64,LB
241689,R. Massimo,185,Germany,VfB Stuttgart,64,RM
241861,N. Atkinson,181,Australia,Melbourne City FC,64,"RB, RM"
241960,T. Stavitski,180,Finland,Stade Malherbe Caen,64,RW
242643,L. Fraser,185,Canada,Toronto FC,64,"CDM, CM"
243036,Jaime Sierra,175,Spain,CD Leganés,64,"CM, CDM"
243172,L. Tupta,180,Slovakia,Hellas Verona,64,"ST, LW"
244052,A. El Bouchataoui,176,Netherlands,Feyenoord,64,"CM, CDM"
244476,C. Vidal,181,France,Montpellier HSC,64,CB
244921,Sergio Moreno,178,Spain,Rayo Vallecano,64,"ST, RW, LW"
245084,M. Busi,181,Belgium,Sporting de Charleroi,64,"RB, RM"
245213,Baba Fernandes,188,Guinea Bissau,Vitória de Setúbal,64,CB
246881,João Valido,185,Portugal,Vitória de Setúbal,64,GK
247146,N. Hernández,180,Colombia,Independiente Santa Fe,64,CB
248045,Y. Hamed,178,Romania,Sepsi OSK,64,"RM, ST"
248259,S. Cabrera,174,Chile,Coquimbo Unido,64,"LB, LW"
248550,Dani Vivian,183,Spain,Athletic Club de Bilbao,64,CB
225557,R. Poole,184,Wales,Milton Keynes Dons,64,"CB, CDM"
228616,D. Bertaud,180,France,Montpellier HSC,64,GK
230140,O. Gonzalez,184,Cameroon,FC Chambly Oise,64,CB
231540,S. Wharton,192,England,Northampton Town,64,CB
233178,M. Köhlert,168,Germany,Willem II,64,LW
233610,A. Quiñones,175,Chile,Unión La Calera,64,"CM, CAM"
234501,D. Anyembe,189,Denmark,Esbjerg fB,64,RB
234669,D. Nikolić,195,Serbia,FC Basel 1893,64,GK
235018,M. Nicolas,197,Germany,1. FC Union Berlin,64,GK
236010,C. Herc,186,Slovakia,Viktoria Plzeň,64,"CM, CAM"
236996,A. Akkaynak,180,Germany,Çaykur Rizespor,64,"CM, CDM"
237498,F. Figueroa,172,Mexico,Pachuca,64,"RW, CM"
237845,Luís Silva,184,Portugal,Os Belenenses,64,CB
239493,M. Baku,177,Germany,Holstein Kiel,64,"LM, RM"
240319,T. Tillman,183,Germany,Bayern München II,64,"CAM, LW, RW"
240481,V. Demaku,180,Austria,FK Austria Wien,64,"CDM, CM"
240482,F. Bersano,163,Argentina,Club Atlético Talleres,64,"LB, LWB"
240782,Víctor López,178,Spain,Deportivo Alavés,64,RM
241840,N. Bazan,184,Argentina,Vélez Sarsfield,64,ST
242004,Jeon Se Jin,182,Korea Republic,Suwon Samsung Bluewings,64,"ST, LW"
242525,C. Sickinger,183,Germany,1. FC Kaiserslautern,64,"CB, CDM, CM"
243080,Carlos Isaac,184,Spain,Atlético Madrid,64,RB
243222,B. Slisz,179,Poland,Zagłębie Lubin,64,"CDM, CM"
243386,D. Valencia,181,Chile,Universidad Católica,64,ST
244230,A. Dobos,171,Hungary,Fortuna Sittard,64,RM
244602,O. Boussaid,166,Belgium,FC Utrecht,64,"LW, CAM"
244971,D. Furtado,180,France,Rio Ave FC,64,LW
245497,Chema Nuñez,174,Spain,UD Almería,64,"CAM, ST"
246049,A. Lupu,172,Romania,Deportivo Alavés,64,ST
247257,Ibañez,186,Brazil,Atalanta,64,CB
248398,Z. Thior,170,Senegal,Real Sociedad,64,RW
248710,Paulino,181,Spain,Deportivo Alavés,64,"RM, CAM"
251009,Miguel Ángel,191,Spain,Albacete BP,64,ST
251990,Luquinha,167,Brazil,Portimonense SC,64,CAM
252200,Diogo Sousa,195,Portugal,Sporting CP,64,GK
252847,D. Rosic,194,Serbia,UD Almería,64,GK
221397,Dani Molina,183,Spain,RC Celta,64,"CDM, CAM"
223752,M. Torres,180,Colombia,América de Cali,64,CB
224665,K. Wojtkowski,173,Poland,Wisła Kraków,64,CAM
227764,J. Jones,177,England,Coventry City,64,"RM, LM"
227806,D. Barlaser,184,England,Rotherham United,64,"CM, CDM"
229707,J. Lewis,171,United States,Colorado Rapids,64,"LW, RW"
229956,L. Zigi,188,Ghana,FC Sochaux-Montbéliard,64,GK
230684,J. Marimón,182,Colombia,Patriotas Boyacá FC,64,"CDM, CM"
233078,P. Sabbag,188,Colombia,La Equidad,64,ST
234706,B. Mason,173,England,Coventry City,64,LB
235125,J. Esquivel,177,Mexico,FC Juárez,64,"CDM, CM"
235929,C. D'Urso,178,Italy,Cittadella,64,"CAM, CM"
237368,B. Passi,189,France,Chamois Niortais Football Club,64,"CB, CDM"
238131,H. Weigelt,189,Germany,AZ Alkmaar,64,CB
238519,H. Al Shamrani,180,Saudi Arabia,Al Ittihad,64,LB
238570,Song Bum Keun,194,Korea Republic,Jeonbuk Hyundai Motors,64,GK
238734,T. Müller,190,Germany,Hallescher FC,64,GK
239175,J. Eskesen,175,Denmark,Odense Boldklub,64,"CM, RM"
239635,K. Fila,180,Poland,Lechia Gdańsk,64,RB
240021,Pelayo Suárez,182,Spain,Real Sporting de Gijón,64,CB
240115,Murilo,187,Brazil,Lokomotiv Moscow,64,CB
240227,Y. Bourhane,184,France,Chamois Niortais Football Club,64,CDM
240398,R. Lucena,167,Venezuela,Jaguares de Córdoba,64,CM
240829,E. Amenyido,180,Germany,VfL Osnabrück,64,"RM, LM"
240908,F. Aksoy,189,Turkey,Sivasspor,64,CB
241013,Adrián López,185,Spain,RCD Espanyol,64,GK
241569,D. Martínez,182,Argentina,Defensa y Justicia,64,"CB, LB"
242598,D. Lajud,176,Mexico,Puebla FC,64,ST
242815,D. Fitz,175,Austria,FK Austria Wien,64,"CAM, ST, RW"
243256,O. Pikhalyonok,174,Ukraine,Shakhtar Donetsk,64,CM
243430,David Alba,180,Spain,Getafe CF,64,CB
243574,Z. Brault-Guillard,171,Canada,Montreal Impact,64,"RB, RWB"
244025,D. Osei Yaw,187,France,Stade Brestois 29,64,"RW, LW, ST"
244661,Vitinho,175,Brazil,KSV Cercle Brugge,64,RB
244725,E. Linthorst,187,Netherlands,VVV-Venlo,64,"CDM, CM"
245100,M. Awoudja,188,Germany,VfB Stuttgart,64,CB
245631,Perera,186,Spain,Deportivo Alavés,64,CDM
246565,B. Diakité,186,France,Toulouse Football Club,64,"RB, RWB, CB"
246918,Jaume,182,Spain,CD Lugo,64,CM
247091,A. Colorado,180,Colombia,Deportivo Cali,64,CDM
247729,André Almeida,174,Portugal,Vitória Guimarães,64,"CM, CDM"
251599,Riki,175,Spain,Real Oviedo,64,"CAM, CM"
251669,Rui Pires,184,Portugal,ESTAC Troyes,64,CDM
251809,S. Botman,193,Netherlands,SC Heerenveen,64,CB
252784,L. Štor,178,Slovenia,SG Dynamo Dresden,64,ST
209232,L. Šatka,188,Slovakia,Lech Poznań,64,"CB, RB"
220197,K. Bryan,185,England,Sheffield United,64,CB
220564,M. Rudakov,190,Russia,HJK Helsinki,64,GK
220872,G. Kiltie,173,Scotland,Kilmarnock,64,"LM, CAM"
225667,C. Chaplin,168,England,Barnsley,64,"ST, CF, CAM"
225775,M. Bola,185,England,Middlesbrough,64,LB
226710,G. Scamacca,195,Italy,Ascoli,64,ST
226724,C. Senior,176,England,Colchester United,64,"RM, LM"
228156,A. Angulo,173,Colombia,Rionegro Águilas,64,LB
228713,M. Gómez,185,Colombia,Envigado FC,64,ST
228751,M. Listkowski,178,Poland,Pogoń Szczecin,64,"RM, ST, CAM"
229379,L. de la Torre,178,United States,Fulham,64,CAM
230897,B. Hanlan,182,England,Gillingham,64,ST
232101,S. Hernández,183,Mexico,Club Atlas,64,GK
234072,A. Ralston,178,Scotland,Celtic,64,RB
235572,R. Sykes,196,England,Accrington Stanley,64,CB
236448,B. Morgado,176,Switzerland,FC Sion,64,"LWB, LM, LB"
237679,R. Kolo-Muani,187,France,FC Nantes,64,"ST, RW, LW"
238577,Kang Ji Hoon,177,Korea Republic,Gangwon FC,64,RB
238965,O. Kiomourtzoglou,188,Germany,Heracles Almelo,64,"CDM, CM"
238973,A. Laukart,183,Germany,FC Twente,64,CAM
239454,B. Figueroa,176,Mexico,U.N.A.M.,64,LM
240616,E. Bwomono,183,England,Southend United,64,"RB, RWB"
240638,T. Reijnders,185,Netherlands,AZ Alkmaar,64,"CM, CAM"
241073,O. Reabciuk,180,Moldova,FC Paços de Ferreira,64,LB
241534,S. McLoughlin,191,Republic of Ireland,St. Mirren,64,CB
242006,D. Hashioka,182,Japan,Urawa Red Diamonds,64,RM
242319,E. Zehir,183,Germany,FC St. Pauli,64,CDM
242714,C. Mueller,175,United States,Orlando City SC,64,"RM, ST"
243431,Miguel Ángel,191,Spain,CF Fuenlabrada,64,CB
243721,D. Wenzel-Halls,175,Australia,Brisbane Roar,64,ST
244190,F. Sgarbi,191,Italy,Perugia,64,CB
244226,Victor Luiz,177,Brazil,HJK Helsinki,64,LB
244228,A. Bussaglia,172,Italy,Cittadella,64,"CAM, CM, LW"
244669,M. Hjulmand,185,Denmark,FC Admira Wacker Mödling,64,CM
244976,P. Medina,177,Mexico,Monarcas Morelia,64,RB
245589,Alberto González,190,Spain,CD Mirandés,64,GK
247819,N. Schlotterbeck,191,Germany,SC Freiburg,64,CB
247875,M. Akçay,182,Turkey,Atiker Konyaspor,64,ST
247950,G. Simion,179,Romania,Astra Giurgiu,64,"RB, CM"
248107,R. Boboc,180,Romania,FC Viitorul,64,RB
248456,Miguel Marí,185,Spain,SD Eibar,64,"CM, CAM"
250805,D. Abels,179,Netherlands,Sparta Rotterdam,64,"CB, RB"
251106,I. Botella,181,France,RC Strasbourg Alsace,64,ST
252490,K. Watanabe,165,Japan,Yokohama F. Marinos,64,"CAM, CM, CDM"
211536,M. O'Hara,183,Scotland,Peterborough United,64,CM
212041,M. Ingebrigtsen,170,Norway,Tromsø IL,64,"RW, ST, RM"
216699,G. Zelalem,180,United States,Sporting Kansas City,64,"CM, CAM, CDM"
220074,R. Espejord,189,Norway,Tromsø IL,64,ST
221705,K. Dempsey,178,England,Fleetwood Town,64,CM
222399,C. Ogilvie,184,England,Gillingham,64,"CB, LB"
224049,N. Breitenbruch,177,Argentina,Godoy Cruz,64,"RB, CB"
224252,P. Pflücke,170,Germany,KFC Uerdingen 05,64,CAM
224361,A. Cannon,176,England,Portsmouth,64,"CM, RB, RM"
225561,M. Litka,180,Germany,SC Preußen Münster,64,"CAM, RM, LM"
226220,M. Rodriguez,173,United States,Houston Dynamo,64,"LM, LW, CM"
226295,B. Boutobba,173,France,Montpellier HSC,64,"RM, CAM"
226546,F. Barboza,171,Argentina,Godoy Cruz,64,"RM, CM"
226580,S. Saucedo,170,United States,Real Salt Lake,64,"LW, LM, CAM"
227173,M. Payares,182,Colombia,Patriotas Boyacá FC,64,"CB, LB"
228238,J. Gundersen,186,Norway,Tromsø IL,64,CB
229073,J. Dacres-Cogley,174,England,Crawley Town,64,"RB, CB"
229107,N. De Medina,182,Belgium,Royal Excel Mouscron,64,CB
229495,C. Nwakali,173,Nigeria,Kalmar FF,64,"CM, ST"
229756,S. Nkansah,188,Germany,Eintracht Braunschweig,64,CB
230590,D. Oldaker,178,England,Gillingham,64,"CM, CDM"
231139,J. Fitzwater,188,England,West Bromwich Albion,64,CB
232007,M. Lis,192,Poland,Wisła Kraków,64,GK
232417,N. Kocik,193,France,Valenciennes FC,64,GK
232653,R. Tapia,184,Argentina,Club Atlético Banfield,64,"CB, LB"
232873,K. Machida,190,Japan,Kashima Antlers,64,"CB, LB"
233098,S. Floranus,185,Netherlands,SC Heerenveen,64,"RB, LB"
233213,V. Tranberg,190,Denmark,Esbjerg fB,64,CB
233962,Josín Martínez,180,Spain,Real Oviedo,64,CB
235360,R. Ache,182,Germany,Sparta Rotterdam,64,ST
235380,R. Oaidă,182,Romania,FCSB (Steaua),64,"CM, CDM"
236681,M. Thurnwald,172,Austria,SCR Altach,64,"RB, RM, CB"
237079,P. Staikos,178,Greece,Panathinaikos FC,64,CDM
237108,M. Soisalo,179,Finland,SV Zulte-Waregem,64,"RM, RW, LM"
238065,K. Lankford,186,Germany,FC St. Pauli,64,"LM, RM"
238270,A. Erlingmark,189,Sweden,IFK Göteborg,64,"CM, CDM"
238815,L. Riveros,178,Paraguay,CD Universidad de Concepción,64,ST
239038,R. Basque,184,France,Le Havre AC,64,CDM
239258,E. Banda,177,Zambia,KV Oostende,64,"CAM, CM"
239418,L. Lauberbach,194,Germany,Holstein Kiel,64,"ST, LM, CF"
239496,Y. Fekir,170,France,Real Betis,64,"LW, RW, CAM"
239787,G. Torres,181,Colombia,Rionegro Águilas,64,"RM, RW"
240135,Nuno Macedo,184,Portugal,Moreirense FC,64,GK
240259,M. Merghem,178,France,En Avant de Guingamp,64,"RM, CM"
240371,A. Jakubech,188,Slovakia,LOSC Lille,64,GK
240453,S. Niakaté,182,France,En Avant de Guingamp,64,CB
240991,F. Florio,180,Italy,Pordenone,64,RB
241029,F. Quiroz,177,Argentina,Club Atlético Colón,64,LB
241064,M. Carabajal,180,Argentina,Arsenal de Sarandí,64,"CB, CDM"
241094,R. Rivas,178,Honduras,Inter,64,"RM, RW"
241474,J. Þorsteinsson,177,Iceland,Aarhus GF,64,"LM, LW, CM"
242013,Carlos Cordero,181,Spain,Real Sporting de Gijón,64,"LB, CB"
242222,L. Selahi,173,Albania,FC Twente,64,"CM, CAM, CDM"
242431,S. Friede,188,Germany,Hertha BSC,64,"CM, CB"
242865,I. Govea,176,Mexico,Club Atlas,64,RB
244099,L. Ameka Autchanga,174,Gabon,Chamois Niortais Football Club,64,"RM, CAM"
244155,N. Dieng,180,France,Rodez Aveyron Football,64,CB
244589,V. Arveladze,184,Georgia,Korona Kielce,64,"CAM, ST"
244836,J. Segre,185,Italy,Torino,64,CM
244972,Ricardo Schutte,180,Portugal,Rio Ave FC,64,ST
246114,S. Briñone,190,Argentina,Patronato,64,"CM, CDM"
248746,Jesús Fortes,179,Spain,UD Las Palmas,64,RB
248873,F. Cardozo,170,Paraguay,Boavista FC,64,RM
251079,M. Szczepański,168,Poland,Raków Częstochowa,64,"CAM, RW"
251336,Maudo Jarjué,188,Guinea Bissau,FK Austria Wien,64,CB
252082,C. Brym,180,France,Os Belenenses,64,ST
252287,Jorge Vilela,178,Portugal,Portimonense SC,64,CM
252485,S. Obeng,183,Ghana,Real Oviedo,64,"ST, LM"
210437,A. Belmonte,185,France,Grenoble Foot 38,64,CM
216478,J. Mitchell,182,England,Derby County,64,GK
218887,O. Custodio,179,Switzerland,FC Lugano,64,"CDM, CM, CB"
220663,M. Kallesøe,193,Denmark,Randers FC,64,"RM, LM"
221562,M. Mbaye,185,Senegal,Chievo Verona,64,"CM, CDM"
221930,N. Sutter,183,Switzerland,FC Thun,64,CB
223159,R. Dickie,183,England,Oxford United,64,CB
225361,L. McGee,193,England,Portsmouth,64,GK
225543,B. Collins,184,England,Barnsley,64,GK
226084,R. Hardie,188,Scotland,Blackpool,64,ST
228592,A. Confais,174,France,Le Mans FC,64,CDM
230124,R. Escobar,176,Chile,Audax Italiano,64,CB
231872,S. Coulibaly,184,France,AS Nancy Lorraine,64,"CB, RB"
232252,A. Walkes,187,England,Portsmouth,64,"RB, CDM, RWB"
232419,D. Kılıç,177,Turkey,Göztepe SK,64,"CM, CDM, CAM"
233012,Hong Jeong Un,187,Korea Republic,Daegu FC,64,CB
233568,Lee Sang Heon,178,Korea Republic,Ulsan Hyundai FC,64,"CF, CAM"
233800,F. Bjørkan,180,Norway,FK Bodø/Glimt,64,LB
234521,S. Skytte,190,Denmark,Stabæk Fotball,64,"CM, ST"
234645,N. McGinley,191,England,Forest Green Rovers,64,CB
234877,F. Buntić,194,Croatia,FC Ingolstadt 04,64,GK
236553,E. Huth,185,Germany,FSV Zwickau,64,ST
236758,O. Christensen,190,Denmark,Odense Boldklub,64,GK
236841,J. Cortizo,172,Mexico,Querétaro,64,"LM, RW, LW"
237098,Han Seung Gyu,173,Korea Republic,Jeonbuk Hyundai Motors,64,"CM, LM, RM"
237253,A. Danladi,178,Ghana,Minnesota United FC,64,"ST, RM"
237848,E. Zaldívar,175,Mexico,Club Atlas,64,"CM, RB"
238037,N. Bazzana,181,Argentina,Club Atlético Aldosivi,64,CB
238627,M. Dembélé,184,France,AS Nancy Lorraine,64,"ST, LM, LW"
238974,T. Chahed,184,Germany,1. FC Magdeburg,64,"RM, RB"
239690,F. Wagner,182,Germany,SC Preußen Münster,64,"CM, CDM"
240735,A. Dini,184,Italy,Trapani,64,GK
241146,F. García,172,Argentina,CD Leganés,64,CDM
241935,F. Kusić,186,Serbia,FC Erzgebirge Aue,64,"CB, RB"
242289,C. Hazard,198,Northern Ireland,Celtic,64,GK
242408,Bikoro,185,Equatorial Guinea,Real Zaragoza,64,CDM
243735,A. Spahic,190,Bosnia Herzegovina,1. FC Kaiserslautern,64,GK
243995,E. Lomotey,190,Ghana,Extremadura UD,64,"CDM, CB"
244348,E. Gutiérrez,176,Mexico,Monterrey,64,RB
245218,J. Guillemenot,182,Switzerland,FC St. Gallen,64,"ST, RM"
245256,J. Vargas,192,Costa Rica,Deportes Tolima,64,CB
245719,A. Groiß,189,Germany,Karlsruher SC,64,CDM
247580,A. Cruz,170,Costa Rica,FC Cincinnati,64,"RM, CAM"
247872,R. Karjalainen,185,Finland,Fortuna Sittard,64,"ST, RM"
248110,P. Iacob,185,Romania,FC Viitorul,64,"CB, CDM"
248434,D. Hanslik,186,Germany,Holstein Kiel,64,ST
250893,L. Duarte,180,Netherlands,Sparta Rotterdam,64,CM
250936,S. Özcan,166,Germany,SC Preußen Münster,64,RM
251011,Kirian,180,Spain,UD Las Palmas,64,"CAM, CM, RM"
252146,Franquesa,174,Spain,CD Mirandés,64,LB
252562,K. Apostolakis,178,Greece,Panathinaikos FC,64,"RB, CDM"
205145,S. Fraser,183,Scotland,Burton Albion,64,"CM, CAM"
208297,K. Antonsen,172,Norway,Tromsø IL,64,"CM, CB"
209315,D. Butler,177,England,Peterborough United,64,"LWB, LB"
210676,W. Falcone,195,Italy,Sampdoria,64,GK
212417,P. Gregor,189,Denmark,FK Haugesund,64,"CB, RB"
213434,J. Brown,175,Jamaica,Colchester United,64,"CAM, ST, LM"
216390,O. Álvarez,178,Colombia,Patriotas Boyacá FC,64,ST
216790,C. Grant,176,England,Plymouth Argyle,64,"CM, LM, LB"
219637,Ander Cantero,189,Spain,CD Lugo,64,GK
220676,V. Bergan,193,Norway,FK Bodø/Glimt,64,CB
220964,M. Konradsen,176,Norway,FK Bodø/Glimt,64,CM
221141,A. Bakayoko,193,Sierra Leone,Coventry City,64,ST
221329,A. Smith-Brown,177,England,Oldham Athletic,64,"LB, RB"
221525,S. Nelson,185,England,Tranmere Rovers,64,CB
221662,S. Skrabb,174,Finland,IFK Norrköping,64,"LWB, ST, CF"
221704,S. Román,190,Colombia,Once Caldas,64,GK
223393,L. Carillo,187,Italy,US Salernitana 1919,64,CB
223663,B. Spittal,183,Scotland,Ross County FC,64,"RM, LM"
223908,V. Wernersson,180,Sweden,IFK Göteborg,64,"LB, LWB"
224770,S. Kashket,175,England,Wycombe Wanderers,64,"RW, RM"
225072,Z. Vyner,188,England,Aberdeen,64,"RB, CB"
225529,Nathan,188,Brazil,FC Zürich,64,CB
226504,G. Timotheou,187,Australia,SV Zulte-Waregem,64,CB
227601,A. Andersson,178,Sweden,BK Häcken,64,"LB, RB"
228094,Nahuel,172,Spain,CD Tenerife,64,"LB, RB"
229174,D. Niepsuj,183,Poland,Wisła Kraków,64,RB
229401,N. Mason,180,England,Peterborough United,64,"RB, LB"
229743,A. Deiola,189,Italy,Cagliari,64,CM
230012,Gustavo Hebling,173,Brazil,Portimonense SC,64,"CM, CDM"
232898,T. Morishima,175,Japan,Sanfrecce Hiroshima,64,"CAM, CF"
233123,A. Soumaoro,188,Guinea,Livorno,64,CDM
233216,P. Tietz,190,Germany,SV Wehen Wiesbaden,64,ST
233564,A. Schetino,183,Uruguay,Fiorentina,64,"CDM, CM"
234749,Song Ju Hun,190,Korea Republic,Tianjin Quanjian FC,64,CB
235207,S. Reddemann,191,Germany,Chemnitzer FC,64,"CB, LB"
236462,L. Faye,170,Netherlands,Sparta Rotterdam,64,LB
237004,Hwang Ki Wook,185,Korea Republic,FC Seoul,64,"CM, CDM"
237032,Javi Jiménez,182,Spain,Valencia CF,64,CB
237186,R. Zammarini,180,Italy,Pordenone,64,"CM, RM"
237920,B. Bronico,172,United States,Chicago Fire,64,"CDM, RB"
239512,M. Meulensteen,184,Netherlands,RKC Waalwijk,64,CB
